Pair_Name,Ligand_ApprovedSymbol,Ligand_Name,Receptor_ApprovedSymbol,Receptor_Name,DLRP,HPMR,IUPHAR,HPRD,STRING_binding,STRING_experiment,HPMR_Ligand,HPMR_Receptor,PMID_Manual,Pair_Source,Pair_Evidence
BMP7_BMPR1B,Bmp7,"bone morphogenetic protein 7",Bmpr1b,"bone morphogenetic protein receptor, type IB",DLRP,HPMR,,HPRD,STRING.binding,STRING.experiment,BMP7,BMPR1B,"",known,literature supported
BMP7_BMPR2,Bmp7,"bone morphogenetic protein 7",Bmpr2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",DLRP,,,HPRD,STRING.binding,STRING.experiment,BMP7,BMPR2,"",known,literature supported
BMP7_ENG,Bmp7,"bone morphogenetic protein 7",Eng,"endoglin",,,,HPRD,,,BMP7,ENG,"",novel,literature supported
BST1_CAV1,Bst1,"bone marrow stromal cell antigen 1",Cav1,"caveolin 1, caveolae protein, 22kDa",,,,HPRD,,,,,"",novel,literature supported
BTC_EGFR,Btc,"betacellulin",Egfr,"epidermal growth factor receptor",DLRP,HPMR,IUPHAR,HPRD,,,BTC,EGFR,"",known,literature supported
BTC_ERBB2,Btc,"betacellulin",Erbb2,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2",,,,HPRD,,,BTC,ERBB2,"",novel,literature supported
BTC_ERBB3,Btc,"betacellulin",Erbb3,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3",DLRP,,,,,,BTC,ERBB3,"9312020",known,literature supported
BTC_ERBB4,Btc,"betacellulin",Erbb4,"v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4",DLRP,HPMR,IUPHAR,HPRD,,,BTC,ERBB4,"",known,literature supported
BTLA_CD79A,Btla,"B and T lymphocyte associated",Cd79a,"CD79a molecule, immunoglobulin-associated alpha",,,,,STRING.binding,,,,"19155498",novel,literature supported
BTLA_TNFRSF14,Btla,"B and T lymphocyte associated",Tnfrsf14,"tumor necrosis factor receptor superfamily, member 14",,,IUPHAR,HPRD,STRING.binding,STRING.experiment,,TNFRSF14,"",known,literature supported
BTLA_VTCN1,Btla,"B and T lymphocyte associated",Vtcn1,"V-set domain containing T cell activation inhibitor 1",,,,HPRD,,,,,"",novel,literature supported
C1QA_CD93,C1qa,"complement component 1, q subcomponent, A chain",Cd93,"CD93 molecule",,,,HPRD,,,,CD93,"",novel,literature supported
C1QA_CSPG4,C1qa,"complement component 1, q subcomponent, A chain",Cspg4,"chondroitin sulfate proteoglycan 4",,,,HPRD,,,,,"",novel,literature supported
C1QB_LRP1,C1qb,"complement component 1, q subcomponent, B chain",Lrp1,"low density lipoprotein receptor-related protein 1",,,,,,,,,"11560994",novel,literature supported
C1QTNF1_AVPR2,C1qtnf1,"C1q and tumor necrosis factor related protein 1",Avpr2,"arginine vasopressin receptor 2",,,,HPRD,,,,AVPR2,"",novel,literature supported
C1QTNF5_MFRP,C1qtnf5,"C1q and tumor necrosis factor related protein 5",Mfrp,"membrane frizzled-related protein",,,,HPRD,,,,,"",novel,literature supported
C3_C3AR1,C3,"complement component 3",C3ar1,"complement component 3a receptor 1",,HPMR,IUPHAR,HPRD,STRING.binding,,C3,C3AR1,"",known,literature supported
C3_C5AR2,C3,"complement component 3",C5ar2,"complement component 5a receptor 2",,,,HPRD,,,C3,GPR77,"",novel,literature supported
C3_CD19,C3,"complement component 3",Cd19,"CD19 molecule",,,,,STRING.binding,,C3,,"15454921",novel,literature supported
C3_CD46,C3,"complement component 3",Cd46,"CD46 molecule, complement regulatory protein",,,,HPRD,STRING.binding,,C3,,"",novel,literature supported
C3_ITGAM,C3,"complement component 3",Itgam,"integrin, alpha M (complement component 3 receptor 3 subunit)",,,,HPRD,STRING.binding,,C3,ITGAM,"",novel,literature supported
C3_ITGAX,C3,"complement component 3",Itgax,"integrin, alpha X (complement component 3 receptor 4 subunit)",,HPMR,,HPRD,STRING.binding,STRING.experiment,C3,ITGAX,"",known,literature supported
C3_ITGB2,C3,"complement component 3",Itgb2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)",,HPMR,,,STRING.binding,,C3,ITGB2,"",known,literature supported
C3_LRP1,C3,"complement component 3",Lrp1,"low density lipoprotein receptor-related protein 1",,HPMR,,HPRD,,,C3,LRP1,"",known,literature supported
C5_C5AR1,Hc,"complement component 5",C5ar1,"complement component 5a receptor 1",,HPMR,IUPHAR,HPRD,STRING.binding,,C5,C5AR1,"",known,literature supported
C5_C5AR2,Hc,"complement component 5",C5ar2,"complement component 5a receptor 2",,HPMR,IUPHAR,,STRING.binding,,C5,GPR77,"",known,literature supported
CALCB_CALCR,Calca,"calcitonin-related polypeptide beta",Calcr,"calcitonin receptor",,,IUPHAR,,,,CALCB,CALCR,"",known,literature supported
CALCB_CALCRL,Calca,"calcitonin-related polypeptide beta",Calcrl,"calcitonin receptor-like",,HPMR,,,STRING.binding,,CALCB,CALCRL,"",known,literature supported
CALCB_RAMP1,Calca,"calcitonin-related polypeptide beta",Ramp1,"receptor (G protein-coupled) activity modifying protein 1",,HPMR,,,STRING.binding,,CALCB,RAMP1,"",known,literature supported
CALR_ITGA2B,Calr,"calreticulin",Itga2b,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",,,,HPRD,,,CALR,ITGA2B,"",novel,literature supported
CALR_ITGA3,Calr,"calreticulin",Itga3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",,,,HPRD,,,CALR,ITGA3,"",novel,literature supported
CALR_ITGAV,Calr,"calreticulin",Itgav,"integrin, alpha V",,,,HPRD,,,CALR,ITGAV,"",novel,literature supported
CALR_LRP1,Calr,"calreticulin",Lrp1,"low density lipoprotein receptor-related protein 1",,,,HPRD,STRING.binding,STRING.experiment,CALR,LRP1,"",novel,literature supported
CALR_MTNR1A,Calr,"calreticulin",Mtnr1a,"melatonin receptor 1A",,,,HPRD,,,CALR,MTNR1A,"",novel,literature supported
CALR_SCARF1,Calr,"calreticulin",Scarf1,"scavenger receptor class F, member 1",,HPMR,,HPRD,,,CALR,SCARF1,"",known,literature supported
CALR_TSHR,Calr,"calreticulin",Tshr,"thyroid stimulating hormone receptor",,,,HPRD,,,CALR,TSHR,"",novel,literature supported
CAMP_FPR2,Camp,"cathelicidin antimicrobial peptide",Fpr2,"formyl peptide receptor 2",,HPMR,IUPHAR,HPRD,,,CAMP,FPRL1,"",known,literature supported
CCK_CCKAR,Cck,"cholecystokinin",Cckar,"cholecystokinin A receptor",,HPMR,,HPRD,STRING.binding,STRING.experiment,CCK,CCKAR,"",known,literature supported
CCK_CCKBR,Cck,"cholecystokinin",Cckbr,"cholecystokinin B receptor",,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,CCK,CCKBR,"",known,literature supported
CCL11_ACKR2,Ccl11,"chemokine (C-C motif) ligand 11",Ackr2,"atypical chemokine receptor 2",DLRP,,,HPRD,,,CCL11,CCBP2,"",known,literature supported
CCL11_ACKR4,Ccl11,"chemokine (C-C motif) ligand 11",Ackr4,"atypical chemokine receptor 4",,,,HPRD,,,CCL11,CCRL1,"",novel,literature supported
CCL11_CCR2,Ccl11,"chemokine (C-C motif) ligand 11",Ccr2,"chemokine (C-C motif) receptor 2",,,IUPHAR,HPRD,,,CCL11,CCR2,"",known,literature supported
CCL11_CCR3,Ccl11,"chemokine (C-C motif) ligand 11",Ccr3,"chemokine (C-C motif) receptor 3",DLRP,HPMR,IUPHAR,HPRD,,STRING.experiment,CCL11,CCR3,"",known,literature supported
CCL11_CCR5,Ccl11,"chemokine (C-C motif) ligand 11",Ccr5,"chemokine (C-C motif) receptor 5 (gene/pseudogene)",DLRP,,IUPHAR,HPRD,,STRING.experiment,CCL11,CCR5,"",known,literature supported
CCL11_CXCR3,Ccl11,"chemokine (C-C motif) ligand 11",Cxcr3,"chemokine (C-X-C motif) receptor 3",DLRP,,IUPHAR,,STRING.binding,,CCL11,CXCR3,"",known,literature supported
CCL13_ACKR2,Ccl2,"chemokine (C-C motif) ligand 13",Ackr2,"atypical chemokine receptor 2",DLRP,,,HPRD,,,CCL13,CCBP2,"",known,literature supported
CCL13_ACKR4,Ccl2,"chemokine (C-C motif) ligand 13",Ackr4,"atypical chemokine receptor 4",,,,HPRD,,,CCL13,CCRL1,"",novel,literature supported
CCL13_CCR1,Ccl2,"chemokine (C-C motif) ligand 13",Ccr1,"chemokine (C-C motif) receptor 1",DLRP,,IUPHAR,,,,CCL13,CCR1,"",known,literature supported
CCL13_CCR2,Ccl2,"chemokine (C-C motif) ligand 13",Ccr2,"chemokine (C-C motif) receptor 2",DLRP,HPMR,IUPHAR,HPRD,,STRING.experiment,CCL13,CCR2,"",known,literature supported
CCL13_CCR3,Ccl2,"chemokine (C-C motif) ligand 13",Ccr3,"chemokine (C-C motif) receptor 3",DLRP,HPMR,IUPHAR,HPRD,,STRING.experiment,CCL13,CCR3,"",known,literature supported
CCL13_CCR5,Ccl2,"chemokine (C-C motif) ligand 13",Ccr5,"chemokine (C-C motif) receptor 5 (gene/pseudogene)",DLRP,,IUPHAR,HPRD,,,CCL13,CCR5,"",known,literature supported
CCL13_CXCR3,Ccl2,"chemokine (C-C motif) ligand 13",Cxcr3,"chemokine (C-X-C motif) receptor 3",,,IUPHAR,,,,CCL13,CXCR3,"",known,literature supported
CCL17_CCR4,Ccl17,"chemokine (C-C motif) ligand 17",Ccr4,"chemokine (C-C motif) receptor 4",DLRP,HPMR,IUPHAR,HPRD,,STRING.experiment,CCL17,CCR4,"",known,literature supported
CCL17_CCR8,Ccl17,"chemokine (C-C motif) ligand 17",Ccr8,"chemokine (C-C motif) receptor 8",DLRP,,,HPRD,STRING.binding,STRING.experiment,CCL17,CCR8,"",known,literature supported
CCL1_CCR8,Ccl1,"chemokine (C-C motif) ligand 1",Ccr8,"chemokine (C-C motif) receptor 8",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,CCL1,CCR8,"",known,literature supported
CCL20_CCR6,Ccl20,"chemokine (C-C motif) ligand 20",Ccr6,"chemokine (C-C motif) receptor 6",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,CCL20,CCR6,"",known,literature supported
CCL20_CXCR3,Ccl20,"chemokine (C-C motif) ligand 20",Cxcr3,"chemokine (C-X-C motif) receptor 3",,,IUPHAR,,,,CCL20,CXCR3,"",known,literature supported
CCL22_CCR4,Ccl22,"chemokine (C-C motif) ligand 22",Ccr4,"chemokine (C-C motif) receptor 4",DLRP,HPMR,IUPHAR,HPRD,,STRING.experiment,CCL22,CCR4,"",known,literature supported
CCL24_CCR2,Ccl24,"chemokine (C-C motif) ligand 24",Ccr2,"chemokine (C-C motif) receptor 2",,,IUPHAR,,,,CCL24,CCR2,"",known,literature supported
CCL24_CCR3,Ccl24,"chemokine (C-C motif) ligand 24",Ccr3,"chemokine (C-C motif) receptor 3",DLRP,HPMR,IUPHAR,HPRD,,STRING.experiment,CCL24,CCR3,"",known,literature supported
CCL25_ACKR2,Ccl25,"chemokine (C-C motif) ligand 25",Ackr2,"atypical chemokine receptor 2",,,,HPRD,,,CCL25,CCBP2,"",novel,literature supported
CCL25_ACKR4,Ccl25,"chemokine (C-C motif) ligand 25",Ackr4,"atypical chemokine receptor 4",,,IUPHAR,HPRD,,,CCL25,CCRL1,"",known,literature supported
CCL25_CCR10,Ccl25,"chemokine (C-C motif) ligand 25",Ccr10,"chemokine (C-C motif) receptor 10",,,,HPRD,,,CCL25,CCR10,"",novel,literature supported
CCL25_CCR9,Ccl25,"chemokine (C-C motif) ligand 25",Ccr9,"chemokine (C-C motif) receptor 9",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,CCL25,CCR9,"",known,literature supported
CCL28_ACKR2,Ccl28,"chemokine (C-C motif) ligand 28",Ackr2,"atypical chemokine receptor 2",,,,HPRD,STRING.binding,,CCL28,CCBP2,"",novel,literature supported
CCL28_CCR10,Ccl28,"chemokine (C-C motif) ligand 28",Ccr10,"chemokine (C-C motif) receptor 10",,HPMR,IUPHAR,HPRD,,,CCL28,CCR10,"",known,literature supported
CCL28_CCR3,Ccl28,"chemokine (C-C motif) ligand 28",Ccr3,"chemokine (C-C motif) receptor 3",,HPMR,IUPHAR,HPRD,,,CCL28,CCR3,"",known,literature supported
CCL2_ACKR2,Ccl12,"chemokine (C-C motif) ligand 2",Ackr2,"atypical chemokine receptor 2",DLRP,,,HPRD,,,CCL2,CCBP2,"",known,literature supported
CCL2_ACKR4,Ccl12,"chemokine (C-C motif) ligand 2",Ackr4,"atypical chemokine receptor 4",,,,HPRD,,,CCL2,CCRL1,"",novel,literature supported
CCL2_CCR1,Ccl12,"chemokine (C-C motif) ligand 2",Ccr1,"chemokine (C-C motif) receptor 1",DLRP,HPMR,,HPRD,,STRING.experiment,CCL2,CCR1,"",known,literature supported
CCL2_CCR10,Ccl12,"chemokine (C-C motif) ligand 2",Ccr10,"chemokine (C-C motif) receptor 10",,,,HPRD,,,CCL2,CCR10,"",novel,literature supported
CCL2_CCR2,Ccl12,"chemokine (C-C motif) ligand 2",Ccr2,"chemokine (C-C motif) receptor 2",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,CCL2,CCR2,"",known,literature supported
CCL2_CCR3,Ccl12,"chemokine (C-C motif) ligand 2",Ccr3,"chemokine (C-C motif) receptor 3",,,IUPHAR,,,,CCL2,CCR3,"",known,literature supported
CCL2_CCR4,Ccl12,"chemokine (C-C motif) ligand 2",Ccr4,"chemokine (C-C motif) receptor 4",,HPMR,,,,,CCL2,CCR4,"",known,literature supported
CCL2_CCR5,Ccl12,"chemokine (C-C motif) ligand 2",Ccr5,"chemokine (C-C motif) receptor 5 (gene/pseudogene)",,,IUPHAR,HPRD,,,CCL2,CCR5,"",known,literature supported
CCL3L3_ACKR2,Ccl3,"chemokine (C-C motif) ligand 3-like 3",Ackr2,"atypical chemokine receptor 2",,,,HPRD,,,,CCBP2,"",novel,literature supported
CCL3L3_CCR5,Ccl3,"chemokine (C-C motif) ligand 3-like 3",Ccr5,"chemokine (C-C motif) receptor 5 (gene/pseudogene)",,,,HPRD,STRING.binding,STRING.experiment,,CCR5,"",novel,literature supported
CCL4_ACKR2,Ccl4,"chemokine (C-C motif) ligand 4",Ackr2,"atypical chemokine receptor 2",DLRP,,,HPRD,,,CCL4,CCBP2,"",known,literature supported
CCL4_CCR1,Ccl4,"chemokine (C-C motif) ligand 4",Ccr1,"chemokine (C-C motif) receptor 1",DLRP,,IUPHAR,HPRD,STRING.binding,,CCL4,CCR1,"",known,literature supported
CCL4_CCR3,Ccl4,"chemokine (C-C motif) ligand 4",Ccr3,"chemokine (C-C motif) receptor 3",,,,HPRD,,,CCL4,CCR3,"",novel,literature supported
CCL4_CCR5,Ccl4,"chemokine (C-C motif) ligand 4",Ccr5,"chemokine (C-C motif) receptor 5 (gene/pseudogene)",DLRP,HPMR,IUPHAR,HPRD,,,CCL4,CCR5,"",known,literature supported
CCL4_CCR8,Ccl4,"chemokine (C-C motif) ligand 4",Ccr8,"chemokine (C-C motif) receptor 8",DLRP,,,HPRD,,,CCL4,CCR8,"",known,literature supported
CCL5_ACKR2,Ccl5,"chemokine (C-C motif) ligand 5",Ackr2,"atypical chemokine receptor 2",DLRP,,,HPRD,,,CCL5,CCBP2,"",known,literature supported
CCL5_ACKR4,Ccl5,"chemokine (C-C motif) ligand 5",Ackr4,"atypical chemokine receptor 4",,,,HPRD,,,CCL5,CCRL1,"",novel,literature supported
CCL5_CCR1,Ccl5,"chemokine (C-C motif) ligand 5",Ccr1,"chemokine (C-C motif) receptor 1",DLRP,,IUPHAR,HPRD,STRING.binding,STRING.experiment,CCL5,CCR1,"",known,literature supported
CCL5_CCR3,Ccl5,"chemokine (C-C motif) ligand 5",Ccr3,"chemokine (C-C motif) receptor 3",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,CCL5,CCR3,"",known,literature supported
CCL5_CCR4,Ccl5,"chemokine (C-C motif) ligand 5",Ccr4,"chemokine (C-C motif) receptor 4",DLRP,,,HPRD,,STRING.experiment,CCL5,CCR4,"",known,literature supported
CCL5_CCR5,Ccl5,"chemokine (C-C motif) ligand 5",Ccr5,"chemokine (C-C motif) receptor 5 (gene/pseudogene)",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,CCL5,CCR5,"",known,literature supported
CCL5_CXCR3,Ccl5,"chemokine (C-C motif) ligand 5",Cxcr3,"chemokine (C-X-C motif) receptor 3",,,IUPHAR,,,,CCL5,CXCR3,"",known,literature supported
CCL5_GPR75,Ccl5,"chemokine (C-C motif) ligand 5",Gpr75,"G protein-coupled receptor 75",,,IUPHAR,,,,CCL5,GPR75,"",known,literature supported
CCL5_SDC1,Ccl5,"chemokine (C-C motif) ligand 5",Sdc1,"syndecan 1",,,,HPRD,STRING.binding,,CCL5,SDC1,"",novel,literature supported
CCL5_SDC4,Ccl5,"chemokine (C-C motif) ligand 5",Sdc4,"syndecan 4",,,,HPRD,STRING.binding,,CCL5,SDC4,"",novel,literature supported
CD14_ITGA4,Cd14,"CD14 molecule",Itga4,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",,,,,,,,,"17274987",novel,literature supported
CD14_ITGB1,Cd14,"CD14 molecule",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,,,,,,,,"17274987",novel,literature supported
CD34_SELL,Cd34,"CD34 molecule",Sell,"selectin L",,HPMR,,,STRING.binding,,CD34,SELL,"",known,literature supported
CD40LG_CD40,Cd40lg,"CD40 ligand",Cd40,"CD40 molecule, TNF receptor superfamily member 5",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,CD40LG,CD40,"",known,literature supported
CD5L_CD5,Cd5l,"CD5 molecule-like",Cd5,"CD5 molecule",,,,,STRING.binding,,,,"9723705",novel,literature supported
CD70_CD27,Cd70,"CD70 molecule",Cd27,"CD27 molecule",DLRP,HPMR,IUPHAR,HPRD,STRING.binding,,TNFSF7,TNFRSF7,"",known,literature supported
CDH1_EGFR,Cdh1,"cadherin 1, type 1, E-cadherin (epithelial)",Egfr,"epidermal growth factor receptor",,,,HPRD,STRING.binding,,CDH1,EGFR,"",novel,literature supported
CDH1_IGF1R,Cdh1,"cadherin 1, type 1, E-cadherin (epithelial)",Igf1r,"insulin-like growth factor 1 receptor",,,,,STRING.binding,,CDH1,IGF1R,"22479204",novel,literature supported
CDH1_ITGAE,Cdh1,"cadherin 1, type 1, E-cadherin (epithelial)",Itgae,"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)",,HPMR,,HPRD,,,CDH1,ITGAE,"",known,literature supported
CDH1_ITGB7,Cdh1,"cadherin 1, type 1, E-cadherin (epithelial)",Itgb7,"integrin, beta 7",,HPMR,,HPRD,,,CDH1,ITGB7,"",known,literature supported
CDH1_PTPRF,Cdh1,"cadherin 1, type 1, E-cadherin (epithelial)",Ptprf,"protein tyrosine phosphatase, receptor type, F",,,,HPRD,,,CDH1,PTPRF,"",novel,literature supported
CDH1_PTPRM,Cdh1,"cadherin 1, type 1, E-cadherin (epithelial)",Ptprm,"protein tyrosine phosphatase, receptor type, M",,,,HPRD,,STRING.experiment,CDH1,PTPRM,"",novel,literature supported
CEL_CXCR4,Cel,"carboxyl ester lipase",Cxcr4,"chemokine (C-X-C motif) receptor 4",,,,,,,,,"18037996",novel,literature supported
CFH_ITGAM,Cfh,"complement factor H",Itgam,"integrin, alpha M (complement component 3 receptor 3 subunit)",,,,HPRD,,,CFH,ITGAM,"",novel,literature supported
CFH_SELL,Cfh,"complement factor H",Sell,"selectin L",,HPMR,,HPRD,,,CFH,SELL,"",known,literature supported
CGA_FSHR,Cga,"glycoprotein hormones, alpha polypeptide",Fshr,"follicle stimulating hormone receptor",,,IUPHAR,,STRING.binding,STRING.experiment,CGA,FSHR,"",known,literature supported
CGA_LHCGR,Cga,"glycoprotein hormones, alpha polypeptide",Lhcgr,"luteinizing hormone/choriogonadotropin receptor",,HPMR,IUPHAR,HPRD,STRING.binding,,CGA,LHCGR,"",known,literature supported
CGA_TSHR,Cga,"glycoprotein hormones, alpha polypeptide",Tshr,"thyroid stimulating hormone receptor",,,IUPHAR,,STRING.binding,,CGA,TSHR,"",known,literature supported
CGN_F11R,Cgn,"cingulin",F11r,"F11 receptor",,,,HPRD,,,,,"",novel,literature supported
CHAD_ITGA2,Chad,"chondroadherin",Itga2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",,HPMR,,,,,CHAD,ITGA2,"",known,literature supported
CHAD_ITGB1,Chad,"chondroadherin",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,HPMR,,,,,CHAD,ITGB1,"",known,literature supported
CLCF1_CNTFR,Clcf1,"cardiotrophin-like cytokine factor 1",Cntfr,"ciliary neurotrophic factor receptor",,HPMR,,HPRD,STRING.binding,STRING.experiment,CLCF1,CNTFR,"",known,literature supported
CLCF1_CRLF1,Clcf1,"cardiotrophin-like cytokine factor 1",Crlf1,"cytokine receptor-like factor 1",,HPMR,,HPRD,STRING.binding,,CLCF1,CRLF1,"",known,literature supported
CLCF1_IL6ST,Clcf1,"cardiotrophin-like cytokine factor 1",Il6st,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",,HPMR,,,,,CLCF1,IL6ST,"",known,literature supported
CLCF1_LIFR,Clcf1,"cardiotrophin-like cytokine factor 1",Lifr,"leukemia inhibitory factor receptor alpha",,HPMR,,,,,CLCF1,LIFR,"",known,literature supported
CNTF_CNTFR,Cntf,"ciliary neurotrophic factor",Cntfr,"ciliary neurotrophic factor receptor",DLRP,,,HPRD,STRING.binding,STRING.experiment,CNTF,CNTFR,"",known,literature supported
CNTF_IL6R,Cntf,"ciliary neurotrophic factor",Il6ra,"interleukin 6 receptor",,,,HPRD,STRING.binding,STRING.experiment,CNTF,IL6R,"",novel,literature supported
CNTF_IL6ST,Cntf,"ciliary neurotrophic factor",Il6st,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",DLRP,,,HPRD,,STRING.experiment,CNTF,IL6ST,"",known,literature supported
CNTF_LIFR,Cntf,"ciliary neurotrophic factor",Lifr,"leukemia inhibitory factor receptor alpha",DLRP,,,HPRD,STRING.binding,STRING.experiment,CNTF,LIFR,"",known,literature supported
CNTN2_CNTN1,Cntn2,"contactin 2 (axonal)",Cntn1,"contactin 1",,,,HPRD,,,,CNTN1,"",novel,literature supported
CNTN2_CNTNAP2,Cntn2,"contactin 2 (axonal)",Cntnap2,"contactin associated protein-like 2",,,,HPRD,STRING.binding,,,,"",novel,literature supported
CNTN2_NRCAM,Cntn2,"contactin 2 (axonal)",Nrcam,"neuronal cell adhesion molecule",,,,HPRD,STRING.binding,,,,"",novel,literature supported
CNTN4_PTPRG,Cntn4,"contactin 4",Ptprg,"protein tyrosine phosphatase, receptor type, G",,,,,,,,,"20133774",novel,literature supported
COL11A1_DDR1,Col11a1,"collagen, type XI, alpha 1",Ddr1,"discoidin domain receptor tyrosine kinase 1",,,,HPRD,,,,DDR1,"",novel,literature supported
COL14A1_CD44,Col14a1,"collagen, type XIV, alpha 1",Cd44,"CD44 molecule (Indian blood group)",,,,HPRD,,,,CD44,"",novel,literature supported
COL18A1_GPC1,Col18a1,"collagen, type XVIII, alpha 1",Gpc1,"glypican 1",,HPMR,,HPRD,,,COL18A1,GPC1,"",known,literature supported
COL18A1_GPC4,Col18a1,"collagen, type XVIII, alpha 1",Gpc4,"glypican 4",,,,HPRD,,,COL18A1,,"",novel,literature supported
COL18A1_ITGA5,Col18a1,"collagen, type XVIII, alpha 1",Itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",,HPMR,,HPRD,STRING.binding,,COL18A1,ITGA5,"",known,literature supported
COL18A1_ITGB1,Col18a1,"collagen, type XVIII, alpha 1",Itgb1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",,HPMR,,,STRING.binding,,COL18A1,ITGB1,"",known,literature supported
COL18A1_KDR,Col18a1,"collagen, type XVIII, alpha 1",Kdr,"kinase insert domain receptor (a type III receptor tyrosine kinase)",,,,HPRD,,,COL18A1,KDR,"",novel,literature supported
COL1A1_CD36,Col1a1,"collagen, type I, alpha 1",Cd36,"CD36 molecule (thrombospondin receptor)",,,,HPRD,STRING.binding,,COL1A1,CD36,"",novel,literature supported
COL1A1_CD44,Col1a1,"collagen, type I, alpha 1",Cd44,"CD44 molecule (Indian blood group)",,,,HPRD,,,COL1A1,CD44,"",novel,literature supported
COL1A1_CD93,Col1a1,"collagen, type I, alpha 1",Cd93,"CD93 molecule",,,,HPRD,,,COL1A1,CD93,"",novel,literature supported
COL1A1_DDR1,Col1a1,"collagen, type I, alpha 1",Ddr1,"discoidin domain receptor tyrosine kinase 1",,HPMR,,,,,COL1A1,DDR1,"",known,literature supported
